"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
1524,"26-35","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1525,"26-35","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1526,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1527,"26-35","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1528,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1529,"36-45","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1530,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1531,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1532,"36-45","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1533,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1534,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1535,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1536,"46+","Masculino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1537,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1538,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1539,"26-35","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1540,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1541,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1542,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1543,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1544,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1545,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1546,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1547,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1548,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1549,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1550,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1551,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1552,"36-45","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1553,"26-35","Feminino","Solteiro","Acima 10 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1554,"26-35","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1555,"26-35","Feminino","Outros","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1556,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1557,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1558,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1559,"26-35","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1560,"26-35","Masculino","Outros","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1561,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1562,"46+","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1563,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1564,"18-25","Feminino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1565,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1566,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1567,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1568,"46+","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1569,"36-45","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1570,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1571,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1572,"46+","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1573,"18-25","Feminino","Casado","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1574,"18-25","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1575,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1576,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1577,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1578,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1579,"46+","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1580,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1581,"26-35","Masculino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1582,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1583,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1584,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1585,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1586,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1587,"26-35","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1588,"18-25","Masculino","Outros","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1589,"26-35","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1590,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1591,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1592,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1593,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1594,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1595,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1596,"26-35","Feminino","Solteiro","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1597,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1598,"18-25","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1599,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1600,"26-35","Masculino","Casado","Acima 10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1601,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1602,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1603,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1604,"18-25","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1605,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1606,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1607,"18-25","Feminino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1608,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1609,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1610,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1611,"18-25","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1612,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1613,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1614,"46+","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1615,"26-35","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1616,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1617,"46+","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1618,"26-35","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1619,"26-35","Masculino","Solteiro","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1620,"46+","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1621,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1622,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1623,"46+","Masculino","Outros","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1624,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1625,"36-45","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1626,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1627,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1628,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1629,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1630,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1631,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1632,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1633,"26-35","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1634,"18-25","Feminino","Outros","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1635,"36-45","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1636,"36-45","Feminino","Casado","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1637,"18-25","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1638,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1639,"46+","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1640,"46+","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1641,"18-25","Masculino","Casado","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1642,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1643,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1644,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1645,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1646,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1647,"18-25","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1648,"46+","Masculino","Casado","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1649,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1650,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1651,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1652,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1653,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1654,"46+","Masculino","Solteiro","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1655,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1656,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1657,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1658,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1659,"26-35","Masculino","Solteiro","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1660,"46+","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1661,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1662,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1663,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1664,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1665,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1666,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1667,"36-45","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1668,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1669,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1670,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1671,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1672,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1673,"26-35","Feminino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1674,"18-25","Masculino","Solteiro","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1675,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1676,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1677,"36-45","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1678,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1679,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1680,"46+","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1681,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1682,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1683,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1684,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1685,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1686,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1687,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1688,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1689,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1690,"26-35","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1691,"18-25","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1692,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1693,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1694,"36-45","Feminino","Outros","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1695,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1696,"36-45","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1697,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1698,"18-25","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1699,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1700,"18-25","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1701,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1702,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1703,"26-35","Feminino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1704,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1705,"18-25","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1706,"26-35","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1707,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1708,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1709,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1710,"36-45","Feminino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1711,"18-25","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1712,"36-45","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1713,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1714,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1715,"18-25","Masculino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1716,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1717,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1718,"18-25","Masculino","Casado","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1719,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1720,"36-45","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1721,"26-35","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1722,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1723,"26-35","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1724,"18-25","Feminino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1725,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1726,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1727,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1728,"36-45","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1729,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1730,"18-25","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1731,"26-35","Feminino","Outros","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1732,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1733,"46+","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1734,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1735,"36-45","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1736,"18-25","Feminino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1737,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1738,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1739,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1740,"18-25","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1741,"26-35","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1742,"18-25","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
